id,filtered_words_array,features,label_index
R194,"['business', 'check', 'set', 'say.', 'test', 'many', 'fear', 'since', 'paper', 'maybe.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']","(10000,[2875,3556,3614,3901,4506,4687,5188,5342,5374,5739,6287,6586,8690,9462,9513],[5.523458920524919,2.849310271098391,0.6753425559264385,4.42484663185681,0.691153161953081,0.6832166123573445,4.019381523748645,4.137164559405029,4.019381523748645,4.42484663185681,4.019381523748645,4.830311739964974,4.607168188650764,0.691153161953081,3.383392757028649])",1.0
R161,"['job', 'raise', 'everybody', 'stand', 'attack', 'agent', 'can.', 'industry', 'current', 'clear', 'stock.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']","(10000,[557,1020,1247,1611,2227,2561,3010,3527,3614,4506,4644,4687,5016,5693,6886,9189,9462],[3.914021008090819,2.455405985391302,5.117993812416755,4.019381523748645,2.7200985396183848,4.607168188650764,3.6516567436233283,4.270695952029551,0.6753425559264385,0.691153161953081,4.830311739964974,0.6832166123573445,3.914021008090819,4.42484663185681,4.137164559405029,4.607168188650764,0.691153161953081])",1.0
F113,"['bit', 'major', 'seat', 'ago', 'system', 'miss', 'work.', 'particularly', 'yard', 'sister', 'personal', 'do.', 'interest', 'rather', 'enjoy', 'window', 'heavy', 'manage.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']","(10000,[47,70,360,424,503,1058,1071,1805,1862,1896,1989,2066,2403,2483,2837,3521,3996,5850,6443,7281,7936,7939,8338,8949,9876],[4.42484663185681,4.137164559405029,4.42484663185681,3.914021008090819,0.691153161953081,4.137164559405029,4.137164559405029,4.607168188650764,4.830311739964974,4.42484663185681,4.019381523748645,2.7508701982851385,4.42484663185681,4.607168188650764,3.8187108282864943,3.914021008090819,4.137164559405029,0.691153161953081,3.383392757028649,0.6832166123573445,0.691153161953081,4.137164559405029,0.691153161953081,4.270695952029551,2.7508701982851385])",0.0
F150,"['nice', 'really', 'play', 'government', 'safe', 'without.', 'amount', 'responsibility', 'argue', 'star', 'employee', 'close', 'when.', 'economic', 'town', 'know', 'order', 'less', 'actually', 'your.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']","(10000,[503,1195,1226,2173,2259,3370,3497,3502,3730,3804,4112,4198,4377,4715,5170,5850,6422,6447,6548,7222,7281,7642,7779,7936,8338,9144],[0.691153161953081,3.7316994512968646,4.137164559405029,4.270695952029551,2.8154087194227095,4.607168188650764,4.019381523748645,4.137164559405029,4.270695952029551,5.523458920524919,4.607168188650764,5.117993812416755,2.60568818844064,4.137164559405029,4.270695952029551,0.691153161953081,5.117993812416755,3.6516567436233283,5.117993812416755,4.137164559405029,0.6832166123573445,4.137164559405029,4.137164559405029,0.691153161953081,0.691153161953081,2.6902455764687034])",0.0
F047,"['nothing', 'concern', 'spring', 'candidate', 'win', 'fine', 'create.', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet.']","(10000,[503,1256,1644,1968,2398,4292,4358,5850,6431,6808,7281,7860,7936,8338],[0.691153161953081,3.125563647726549,4.137164559405029,4.42484663185681,4.137164559405029,3.8187108282864943,4.830311739964974,0.691153161953081,4.137164559405029,4.830311739964974,0.6832166123573445,2.849310271098391,0.691153161953081,0.691153161953081])",0.0
F008,"['difference', 'child', 'possible', 'easy', 'list', 'food.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']","(10000,[503,760,4085,4377,5850,6100,7244,7281,7866,7936,8338,8728],[0.691153161953081,4.137164559405029,5.117993812416755,2.60568818844064,0.691153161953081,4.019381523748645,3.577548771469606,0.6832166123573445,3.914021008090819,0.691153161953081,0.691153161953081,3.6516567436233283])",0.0
F229,"['collection', 'clearly', 'approach', 'describe', 'anything.', 'turn', 'project', 'ask', 'nation.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']","(10000,[503,650,2230,3095,3507,3886,5850,7085,7281,7725,7751,7936,8209,8238,8338],[0.691153161953081,2.958509563063383,4.270695952029551,4.019381523748645,3.914021008090819,4.607168188650764,0.691153161953081,4.270695952029551,0.6832166123573445,5.117993812416755,4.830311739964974,0.691153161953081,4.019381523748645,4.830311739964974,0.691153161953081])",0.0
R001,"['article', 'region', 'certainly', 'energy', 'give', 'generation', 'past.', 'nature', 'look', 'us', 'wall', 'project', 'clearly.', 'blue', 'relationship', 'officer', 'room', 'nearly', 'economy.', 'experts', 'discuss', 'ongoing', 'developments', 'research.']","(10000,[494,673,696,1702,1985,2230,2866,3308,3611,3614,3783,4260,4506,4683,4687,5768,6404,6660,6963,7066,8159,8307,9462,9939],[4.019381523748645,4.830311739964974,4.270695952029551,4.607168188650764,5.117993812416755,4.270695952029551,4.137164559405029,5.117993812416755,3.914021008090819,0.6753425559264385,4.137164559405029,4.019381523748645,0.691153161953081,5.117993812416755,0.6832166123573445,4.019381523748645,3.914021008090819,4.270695952029551,4.830311739964974,2.849310271098391,4.270695952029551,3.914021008090819,0.691153161953081,4.607168188650764])",1.0
R241,"['nation', 'four', 'always.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']","(10000,[1243,1770,3614,4014,4506,4687,6219,6816,9462],[3.914021008090819,2.8844015909096608,0.6753425559264385,4.137164559405029,0.691153161953081,0.6832166123573445,3.125563647726549,4.830311739964974,0.691153161953081])",1.0
R198,"['free', 'team', 'relationship.', 'start', 'conference', 'discussion', 'church.', 'card', 'hard', 'fast', 'cut', 'thing', 'third.', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change.']","(10000,[468,821,1073,1206,1320,2059,2144,2996,3614,3857,4506,4687,5125,5315,5657,8094,8151,9263,9462],[4.42484663185681,2.849310271098391,4.019381523748645,4.019381523748645,5.117993812416755,2.7200985396183848,4.42484663185681,3.6516567436233283,0.6753425559264385,4.607168188650764,0.691153161953081,0.6832166123573445,4.137164559405029,3.7316994512968646,4.019381523748645,3.914021008090819,4.019381523748645,3.914021008090819,0.691153161953081])",1.0
R229,"['agent', 'seek', 'ahead', 'east', 'power', 'media.', 'society', 'staff', 'set', 'dark', 'claim', 'difference', 'by.', 'experts', 'discuss', 'ongoing', 'developments', 'research.']","(10000,[171,327,697,1804,3056,3248,3614,4506,4687,5016,5342,6224,6576,7066,7866,8268,8937,9462],[4.137164559405029,3.8187108282864943,4.42484663185681,4.830311739964974,4.830311739964974,5.523458920524919,0.6753425559264385,0.691153161953081,0.6832166123573445,3.914021008090819,4.137164559405029,3.914021008090819,4.270695952029551,2.849310271098391,3.914021008090819,4.019381523748645,3.914021008090819,0.691153161953081])",1.0
R205,"['fear', 'scientist', 'begin', 'political', 'perhaps', 'fast', 'least.', 'explain', 'start', 'help', 'continue.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']","(10000,[1259,1513,1770,2996,3163,3614,3935,4506,4687,5341,6219,6221,6226,9263,9347,9462,9513],[4.137164559405029,3.914021008090819,2.8844015909096608,3.6516567436233283,4.830311739964974,0.6753425559264385,4.137164559405029,0.691153161953081,0.6832166123573445,4.42484663185681,3.125563647726549,5.117993812416755,3.914021008090819,3.914021008090819,4.607168188650764,0.691153161953081,3.383392757028649])",1.0
F123,"['street', 'finish', 'difference', 'attack', 'ready', 'student.', 'view', 'often', 'blood.', 'offer', 'special.', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet.']","(10000,[7,503,1099,2958,3486,3684,4349,4921,5118,5693,5850,6557,6578,7281,7293,7866,7936,8338],[4.270695952029551,0.691153161953081,5.117993812416755,4.019381523748645,2.849310271098391,4.607168188650764,5.523458920524919,2.849310271098391,4.607168188650764,4.42484663185681,0.691153161953081,3.8187108282864943,4.830311739964974,0.6832166123573445,4.137164559405029,3.914021008090819,0.691153161953081,0.691153161953081])",0.0
F043,"['research', 'claim', 'particular.', 'case', 'answer', 'american', 'save', 'perform', 'usually', 'place.', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet.']","(10000,[503,1098,2990,3486,3619,4131,4520,4921,5850,6342,7281,7652,7936,8338,8633,8937,9432],[0.691153161953081,3.577548771469606,3.7316994512968646,2.849310271098391,4.019381523748645,5.523458920524919,4.42484663185681,2.849310271098391,0.691153161953081,4.270695952029551,0.6832166123573445,4.137164559405029,0.691153161953081,0.691153161953081,4.830311739964974,3.914021008090819,3.8187108282864943])",0.0
F097,"['relationship', 'realize', 'add.', 'blue', 'build', 'never', 'lead', 'usually', 'ready', 'glass.', 'manager', 'leave', 'base', 'feeling', 'daughter', 'mother', 'painting.', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet.']","(10000,[281,354,503,613,1582,1652,2913,2990,3014,3486,4260,4921,5356,5768,5850,6557,7138,7281,7623,7936,8173,8338,8344,9432],[4.137164559405029,4.270695952029551,0.691153161953081,3.914021008090819,3.8187108282864943,4.137164559405029,3.577548771469606,3.7316994512968646,3.914021008090819,2.849310271098391,4.019381523748645,2.849310271098391,4.42484663185681,4.019381523748645,0.691153161953081,3.8187108282864943,5.117993812416755,0.6832166123573445,5.117993812416755,0.691153161953081,3.7316994512968646,0.691153161953081,4.270695952029551,3.8187108282864943])",0.0
R014,"['week', 'continue', 'begin', 'fear.', 'service', 'crime', 'sort', 'prevent', 'teach', 'say.', 'experts', 'discuss', 'ongoing', 'developments', 'research.']","(10000,[731,743,1513,2252,3252,3614,4506,4687,5122,5720,5739,7066,7615,8522,9462],[4.42484663185681,3.6516567436233283,3.914021008090819,3.914021008090819,4.270695952029551,0.6753425559264385,0.691153161953081,0.6832166123573445,4.137164559405029,3.7316994512968646,4.42484663185681,2.849310271098391,5.117993812416755,4.019381523748645,0.691153161953081])",1.0
F005,"['huge', 'war', 'a.', 'allow', 'blood', 'practice', 'open.', 'science', 'difficult', 'market', 'memory.', '—', 'shocking', 'claims', 'flat', 'earth', 'surface', 'internet.']","(10000,[503,1712,2198,2359,2657,2918,3363,4280,4835,5850,6079,7281,7381,7936,8338,8389,8719,9676],[0.691153161953081,4.270695952029551,4.270695952029551,4.607168188650764,3.4440173788450834,3.0385522707369192,3.4440173788450834,4.830311739964974,4.607168188650764,0.691153161953081,4.830311739964974,0.6832166123573445,4.607168188650764,0.691153161953081,0.691153161953081,4.607168188650764,4.42484663185681,3.0385522707369192])",0.0
R234,"['nothing', 'establish.', 'similar', 'type', 'discussion', 'probably', 'election', 'stay.', 'south', 'time', 'education.', 'experts', 'discuss', 'ongoing', 'developments', 'research.']","(10000,[132,2297,3526,3614,4292,4506,4687,4816,5047,5315,5739,7046,7066,8157,9462,9766],[4.019381523748645,4.137164559405029,4.270695952029551,0.6753425559264385,3.8187108282864943,0.691153161953081,0.6832166123573445,4.019381523748645,2.60568818844064,3.7316994512968646,4.42484663185681,4.019381523748645,2.849310271098391,3.914021008090819,0.691153161953081,4.830311739964974])",1.0
F143,"['pick', 'ground', 'college.', 'success', 'food', 'article.', 'front', 'keep', 'them.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']","(10000,[503,504,650,5850,6340,6487,7281,7372,7936,8338,8653,8957,9578,9594,9828],[0.691153161953081,4.270695952029551,2.958509563063383,0.691153161953081,5.523458920524919,3.8187108282864943,0.6832166123573445,4.42484663185681,0.691153161953081,0.691153161953081,4.607168188650764,4.42484663185681,5.523458920524919,4.137164559405029,4.019381523748645])",0.0
R073,"['ahead', 'minute', 'yeah', 'trial.', 'bad', 'friend', 'foreign', 'receive.', 'experts', 'discuss', 'ongoing', 'developments', 'economic', 'growth.']","(10000,[488,2687,3032,3249,3357,3614,4506,4687,6206,7956,8268,9034,9144,9462],[4.137164559405029,5.523458920524919,4.607168188650764,3.8187108282864943,3.577548771469606,0.6753425559264385,0.691153161953081,0.6832166123573445,4.270695952029551,4.137164559405029,4.019381523748645,2.8844015909096608,2.6902455764687034,0.691153161953081])",1.0
R239,"['bit', 'major', 'tell', 'author', 'democratic.', 'expect', 'five.', 'drop', 'less', 'natural', 'join.', 'experts', 'discuss', 'ongoing', 'developments', 'education.']","(10000,[1058,1195,1776,1850,1989,3614,3691,4214,4506,4687,4988,5047,8577,9350,9462,9994],[4.137164559405029,3.7316994512968646,4.607168188650764,4.42484663185681,4.019381523748645,0.6753425559264385,4.42484663185681,5.117993812416755,0.691153161953081,0.6832166123573445,3.8187108282864943,2.60568818844064,4.830311739964974,4.42484663185681,0.691153161953081,4.607168188650764])",1.0
F181,"['magazine', 'child', 'entire.', 'perform', 'best', 'century', 'gun', 'identify', 'light', 'also.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']","(10000,[503,650,656,763,1098,1720,3967,5850,7244,7281,7841,7936,8121,8313,8338,8413],[0.691153161953081,2.958509563063383,4.607168188650764,4.137164559405029,3.577548771469606,4.42484663185681,4.137164559405029,0.691153161953081,3.577548771469606,0.6832166123573445,4.137164559405029,0.691153161953081,5.117993812416755,4.137164559405029,0.691153161953081,4.137164559405029])",0.0
R138,"['position', 'turn', 'leader.', 'operation', 'fund', 'school', 'field.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']","(10000,[1339,2679,3132,3556,3614,3886,4506,4638,4687,5922,9462,9495],[4.137164559405029,4.607168188650764,5.117993812416755,2.849310271098391,0.6753425559264385,4.607168188650764,0.691153161953081,4.42484663185681,0.6832166123573445,4.270695952029551,0.691153161953081,5.523458920524919])",1.0
R172,"['early', 'production', 'third', 'state', 'much.', 'grow', 'improve', 'bed', 'politics', 'us', 'chair', 'table.', 'onto', 'let', 'today', 'protect', 'else.', 'remain', 'light', 'push.', 'experts', 'discuss', 'ongoing', 'developments', 'economic', 'growth.']","(10000,[681,1720,1808,2404,2408,3614,4092,4319,4506,4687,5205,5887,6404,6660,7074,7235,7634,8267,8353,8771,9034,9144,9462,9497,9757,9806],[4.42484663185681,4.42484663185681,4.137164559405029,4.607168188650764,4.137164559405029,0.6753425559264385,4.137164559405029,3.914021008090819,0.691153161953081,0.6832166123573445,4.607168188650764,3.914021008090819,3.914021008090819,4.270695952029551,3.0811118851557153,4.42484663185681,4.607168188650764,4.270695952029551,5.117993812416755,3.6516567436233283,2.8844015909096608,2.6902455764687034,0.691153161953081,4.607168188650764,5.117993812416755,3.914021008090819])",1.0
R143,"['trouble', 'clear', 'picture', 'rich', 'seek.', 'class', 'organization', 'significant', 'soon', 'discussion', 'at.', 'serve', 'study', 'head', 'human', 'hour', 'success.', 'experts', 'discuss', 'ongoing', 'developments', 'policy.']","(10000,[527,1041,1064,1364,1611,1725,2481,2909,2922,3614,4007,4224,4506,4687,5315,6212,6944,7152,8280,8303,8552,9462],[3.8187108282864943,3.577548771469606,4.607168188650764,4.137164559405029,4.019381523748645,4.137164559405029,3.8187108282864943,4.42484663185681,4.42484663185681,0.6753425559264385,4.42484663185681,4.607168188650764,0.691153161953081,0.6832166123573445,3.7316994512968646,4.270695952029551,2.7826188965997183,4.830311739964974,5.117993812416755,4.830311739964974,4.270695952029551,0.691153161953081])",1.0
F166,"['poor', 'experience', 'water', 'generation.', 'institution', 'continue', 'music', 'thousand.', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet.']","(10000,[503,743,1208,2589,3184,3243,3635,4695,5850,6370,6444,7281,7936,8103,8338],[0.691153161953081,3.6516567436233283,2.849310271098391,3.383392757028649,2.7826188965997183,4.830311739964974,3.8187108282864943,4.830311739964974,0.691153161953081,4.607168188650764,5.117993812416755,0.6832166123573445,0.691153161953081,4.607168188650764,0.691153161953081])",0.0
R003,"['either', 'say', 'conference', 'listen', 'nature.', 'bit', 'year', 'economic', 'suddenly', 'authority', 'majority.', 'interesting', 'perhaps', 'cold', 'whose.', 'experts', 'discuss', 'ongoing', 'developments', 'budget', 'report.']","(10000,[429,1176,1259,1989,3614,3634,3709,3920,4506,4687,4991,5432,5657,5862,6383,8346,8581,8899,9126,9144,9462],[4.270695952029551,4.137164559405029,4.137164559405029,4.019381523748645,0.6753425559264385,4.42484663185681,4.42484663185681,3.914021008090819,0.691153161953081,0.6832166123573445,2.60568818844064,2.7508701982851385,4.019381523748645,4.607168188650764,5.117993812416755,4.830311739964974,4.137164559405029,4.270695952029551,4.42484663185681,2.6902455764687034,0.691153161953081])",1.0
R167,"['military', 'assume', 'method', 'senior', 'bit.', 'meet', 'start', 'often', 'want', 'quickly', 'modern.', 'fact', 'simple', 'pm.', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change.']","(10000,[7,78,821,1595,2059,2664,2913,2996,3391,3614,4144,4506,4687,5877,6015,6486,7215,7712,9462,9940],[4.270695952029551,4.830311739964974,2.849310271098391,5.117993812416755,2.7200985396183848,4.019381523748645,3.577548771469606,3.6516567436233283,4.607168188650764,0.6753425559264385,4.42484663185681,0.691153161953081,0.6832166123573445,4.42484663185681,4.270695952029551,4.830311739964974,4.42484663185681,4.607168188650764,0.691153161953081,4.42484663185681])",1.0
R183,"['possible', 'century', 'democratic', 'concern', 'policy', 'other.', 'outside', 'special', 'never', 'there.', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change.']","(10000,[281,821,1055,1968,2059,3614,4142,4506,4687,5606,5804,6100,7841,8568,9231,9462],[4.137164559405029,2.849310271098391,4.137164559405029,4.42484663185681,2.7200985396183848,0.6753425559264385,4.270695952029551,0.691153161953081,0.6832166123573445,4.270695952029551,4.830311739964974,4.019381523748645,4.137164559405029,4.270695952029551,4.830311739964974,0.691153161953081])",1.0
R238,"['western', 'line', 'hold.', 'cultural', 'film', 'situation.', 'nation', 'million', 'base', 'on.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']","(10000,[23,477,524,1020,1182,2227,3614,4014,4506,4687,5003,5611,8173,8651,9233,9462],[5.117993812416755,5.523458920524919,3.6516567436233283,2.455405985391302,3.8187108282864943,2.7200985396183848,0.6753425559264385,4.137164559405029,0.691153161953081,0.6832166123573445,3.914021008090819,4.607168188650764,3.7316994512968646,3.914021008090819,4.270695952029551,0.691153161953081])",1.0
R041,"['beat', 'whole', 'exactly', 'class', 'movie', 'various', 'once.', 'evening', 'chair', 'fly', 'society', 'foreign', 'fall', 'quite.', 'pattern', 'republican', 'next', 'voice', 'major', 'question', 'challenge.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']","(10000,[327,617,627,681,1058,1439,2096,2569,2947,3530,3556,3614,3729,4007,4506,4616,4687,5286,5944,6206,6647,8172,8273,8692,8878,9462],[3.8187108282864943,4.607168188650764,4.019381523748645,4.42484663185681,4.137164559405029,3.577548771469606,4.42484663185681,3.6516567436233283,4.270695952029551,4.42484663185681,2.849310271098391,0.6753425559264385,4.019381523748645,4.42484663185681,0.691153161953081,3.914021008090819,0.6832166123573445,3.7316994512968646,4.019381523748645,4.270695952029551,4.607168188650764,5.117993812416755,4.607168188650764,5.117993812416755,4.830311739964974,0.691153161953081])",1.0
F237,"['event', 'car', 'year', 'catch.', 'top', 'game', 'determine', 'official', 'create', 'compare', 'process', 'movement.', 'also', 'industry', 'must', 'themselves.', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet.']","(10000,[503,1023,1404,2259,3010,3674,3792,4395,5328,5850,5853,6426,7281,7728,7734,7936,8040,8338,8485,8899,8975,9246,9813],[0.691153161953081,3.8187108282864943,4.019381523748645,2.8154087194227095,3.6516567436233283,3.914021008090819,4.42484663185681,5.523458920524919,3.577548771469606,0.691153161953081,5.117993812416755,5.117993812416755,0.6832166123573445,4.42484663185681,4.270695952029551,0.691153161953081,3.8187108282864943,0.691153161953081,4.019381523748645,4.270695952029551,4.019381523748645,4.607168188650764,2.997730276216664])",0.0
R086,"['move', 'science', 'perform', 'common', 'seven', 'total', 'send.', 'right', 'small', 'measure', 'type', 'tv.', 'experts', 'discuss', 'ongoing', 'developments', 'research.']","(10000,[222,528,1098,1790,3363,3526,3614,4506,4687,5952,6279,6282,6332,7066,7850,8356,9462],[4.270695952029551,4.270695952029551,3.577548771469606,4.137164559405029,3.4440173788450834,4.270695952029551,0.6753425559264385,0.691153161953081,0.6832166123573445,4.830311739964974,4.019381523748645,4.270695952029551,4.270695952029551,2.849310271098391,4.137164559405029,5.117993812416755,0.691153161953081])",1.0
R240,"['single', 'spring', 'today', 'film', 'future', 'pull', 'officer.', 'bag', 'especially', 'night', 'movie', 'image.', 'experts', 'discuss', 'ongoing', 'developments', 'policy.']","(10000,[415,1439,1644,3614,4506,4687,5003,6488,6511,6597,6869,6944,7889,8173,9462,9604,9806],[3.8187108282864943,3.577548771469606,4.137164559405029,0.6753425559264385,0.691153161953081,0.6832166123573445,3.914021008090819,4.270695952029551,5.523458920524919,4.42484663185681,4.830311739964974,2.7826188965997183,3.8187108282864943,3.7316994512968646,0.691153161953081,5.523458920524919,3.914021008090819])",1.0
R133,"['indicate', 'term', 'claim', 'actually', 'international', 'draw', 'worry.', 'dark', 'available', 'past.', 'order', 'enter', 'common', 'daughter.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']","(10000,[188,697,1226,1770,2188,2475,3308,3614,4506,4687,6219,6332,6447,6485,6836,7435,8167,8937,9231,9462],[4.42484663185681,4.42484663185681,4.137164559405029,2.8844015909096608,4.607168188650764,3.914021008090819,5.117993812416755,0.6753425559264385,0.691153161953081,0.6832166123573445,3.125563647726549,4.270695952029551,3.6516567436233283,5.117993812416755,4.830311739964974,4.019381523748645,3.914021008090819,3.914021008090819,4.830311739964974,0.691153161953081])",1.0
F044,"['perform', 'individual', 'long', 'training', 'wide.', 'book', 'together', 'contain', 'agree', 'scene.', 'rich', 'fear', 'eight', 'design', 'force', 'pay.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']","(10000,[391,393,503,1098,1676,3922,4321,4377,5850,6212,6925,7281,7493,7538,7936,8312,8338,8482,8614,8904,9372,9513],[4.270695952029551,4.019381523748645,0.691153161953081,3.577548771469606,5.523458920524919,4.019381523748645,4.607168188650764,2.60568818844064,0.691153161953081,4.270695952029551,4.607168188650764,0.6832166123573445,4.019381523748645,3.8187108282864943,0.691153161953081,3.914021008090819,0.691153161953081,4.270695952029551,4.270695952029551,4.42484663185681,4.42484663185681,3.383392757028649])",0.0
F125,"['also', 'door', 'several', 'woman', 'drop.', 'ready', 'discuss', 'beat', 'picture', 'west.', 'list', 'offer', 'good', 'bill', 'on.', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet.']","(10000,[503,2259,2481,2569,2958,3614,3792,4563,4847,5611,5850,5987,6168,6557,7281,7936,8135,8338,8728,8852,9227,9813],[0.691153161953081,2.8154087194227095,3.8187108282864943,3.6516567436233283,4.019381523748645,0.6753425559264385,4.42484663185681,4.137164559405029,4.019381523748645,4.607168188650764,0.691153161953081,5.117993812416755,4.019381523748645,3.8187108282864943,0.6832166123573445,0.691153161953081,4.830311739964974,0.691153161953081,3.6516567436233283,5.117993812416755,4.270695952029551,2.997730276216664])",0.0
F165,"['major', 'person', 'crime', 'seek.', 'total', 'long', 'leader', 'away', 'particular', 'mother', 'loss.', 'small', 'single', 'seem', 'still', 'particularly', 'ready', 'body', 'safe.', 'major', 'trip', 'book', 'surface.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[222,354,393,503,690,731,841,1058,1526,2091,2588,2922,3249,3712,3737,3892,5417,5782,5850,6279,6443,6557,6747,7281,7889,7936,8338,8904,8984],[4.270695952029551,4.270695952029551,4.019381523748645,0.691153161953081,4.830311739964974,4.42484663185681,4.607168188650764,8.274329118810059,3.577548771469606,5.117993812416755,4.270695952029551,4.42484663185681,3.8187108282864943,4.270695952029551,3.914021008090819,2.5530444549552183,5.117993812416755,4.270695952029551,0.691153161953081,4.019381523748645,3.383392757028649,3.8187108282864943,2.5530444549552183,0.6832166123573445,3.8187108282864943,0.691153161953081,0.691153161953081,4.42484663185681,4.137164559405029])",0.0
F137,"['expert', 'drug', 'true', 'top', 'decision', 'reason.', 'society', 'store', 'challenge', 'property', 'end.', 'loss', 'professor', 'event', 'sign', 'design.', '—', 'shocking', 'claims', 'flat', 'earth', 'surface', 'internet.']","(10000,[327,503,914,2193,2543,2733,2918,4959,5328,5329,5375,5850,5935,6756,7184,7188,7281,7425,7728,7860,7936,8338,9676],[3.8187108282864943,0.691153161953081,4.137164559405029,4.019381523748645,4.019381523748645,5.117993812416755,3.0385522707369192,4.830311739964974,3.577548771469606,4.137164559405029,4.830311739964974,0.691153161953081,4.830311739964974,3.914021008090819,4.019381523748645,4.137164559405029,0.6832166123573445,5.523458920524919,4.42484663185681,2.849310271098391,0.691153161953081,0.691153161953081,3.0385522707369192])",0.0
R088,"['interesting', 'company', 'behind', 'community', 'city.', 'across', 'sense.', 'experts', 'discuss', 'ongoing', 'developments', 'research.']","(10000,[206,353,942,3614,3634,4346,4506,4687,7066,7074,8174,9462],[5.117993812416755,4.019381523748645,4.607168188650764,0.6753425559264385,4.42484663185681,3.914021008090819,0.691153161953081,0.6832166123573445,2.849310271098391,3.0811118851557153,4.830311739964974,0.691153161953081])",1.0
R169,"['wish', 'product', 'peace', 'protect', 'foot.', 'fear', 'party', 'guess', 'necessary', 'mind', 'difficult.', 'difference', 'none', 'structure', 'meeting.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']","(10000,[447,495,1020,1379,2041,2227,2996,3184,3614,4506,4687,6697,7032,7235,7337,7866,7979,8660,9462,9513,9831],[4.42484663185681,4.270695952029551,2.455405985391302,4.42484663185681,5.117993812416755,2.7200985396183848,3.6516567436233283,2.7826188965997183,0.6753425559264385,0.691153161953081,0.6832166123573445,4.42484663185681,5.117993812416755,4.42484663185681,5.117993812416755,3.914021008090819,4.42484663185681,4.42484663185681,0.691153161953081,3.383392757028649,4.137164559405029])",1.0
R193,"['deep', 'measure', 'decide', 'summer', 'choice.', 'anything', 'assume', 'growth', 'research.', 'bank', 'level', 'popular', 'usually.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']","(10000,[320,528,779,1020,1499,1762,2114,2227,2664,3614,4506,4687,6148,6652,7066,8293,8982,9462,9481],[4.137164559405029,4.270695952029551,4.830311739964974,2.455405985391302,4.019381523748645,4.42484663185681,4.830311739964974,2.7200985396183848,4.019381523748645,0.6753425559264385,0.691153161953081,0.6832166123573445,3.8187108282864943,5.117993812416755,2.849310271098391,4.42484663185681,4.270695952029551,0.691153161953081,3.8187108282864943])",1.0
F247,"['single', 'cultural', 'surface', 'partner.', 'lose', 'work', 'language.', 'newspaper', 'grow', 'big', 'perform', 'pm', 'edge', 'wait.', 'describe', 'customer', 'past', 'hit', 'option', 'bill.', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet.']","(10000,[503,1098,1208,1413,2404,3048,3184,3204,3238,3921,4422,4590,5850,6063,7026,7085,7281,7889,7936,8252,8338,9233,9275,9527,9613,9998],[0.691153161953081,3.577548771469606,2.849310271098391,4.830311739964974,4.607168188650764,4.270695952029551,2.7826188965997183,5.117993812416755,4.270695952029551,4.019381523748645,4.607168188650764,5.523458920524919,0.691153161953081,5.523458920524919,4.830311739964974,4.270695952029551,1.366433224714689,3.8187108282864943,0.691153161953081,3.914021008090819,0.691153161953081,4.270695952029551,3.914021008090819,4.42484663185681,4.270695952029551,4.607168188650764])",0.0
R179,"['operation', 'build', 'voice', 'sea.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']","(10000,[1020,2227,3014,3530,3614,4506,4687,5268,5922,9462],[2.455405985391302,2.7200985396183848,3.914021008090819,4.42484663185681,0.6753425559264385,0.691153161953081,0.6832166123573445,4.137164559405029,4.270695952029551,0.691153161953081])",1.0
